date,open,high,low,close
2019-08-16 00:00:00,188.05,188.05,186.5,186.5
2019-08-16 01:00:00,186.5,188.15,186.5,187.3
2019-08-16 02:00:00,187.25,187.75,186.35,186.45
2019-08-16 03:00:00,186.45,186.95,185.5,186.8
2019-08-16 04:00:00,186.85,187.0,183.8,184.1
2019-08-16 05:00:00,184.1,184.45,180.05,181.85
2019-08-16 06:00:00,181.85,181.95,181.4,181.7
