1.56591E+12,1.56591E+12,b54ebf67-1647-7b19-7e50-f9dde6ae8029,BID,188.05,0.127625631,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,fba1b782-7970-78a4-4d68-f43ef4c4db6e,BID,188.05,0.132943366,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,e56056cb-a81b-ce04-1daf-324ba8ae38fa,BID,188.05,11.17787822,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,98b4624b-782f-5898-1ad7-9e262961be0c,BID,188.05,0.313746344,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,bd57a14b-4b35-5fda-8941-a02b73ffcf5f,BID,188,0.106382979,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,ef5783d4-d91a-c60f-f7d1-17508f2e55d2,BID,188,0.127659574,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,5be00a42-390b-c02c-6f55-0180c50fa729,BID,188,0.228723404,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,07e3b44d-84e0-5336-9a7f-e023ca3985d5,BID,188,0.85106383,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,2c6ec977-9f85-e3a9-f259-ada1536ccaff,BID,188,2.659574468,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,a4a40de5-0069-9fd2-38fd-6c54568e1cd7,BID,188,0.25,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,6c441b2a-d810-6bee-4b66-a311107e5972,BID,188,3.755319149,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,f54c4e92-972f-3b49-533e-bb8b023902a9,ASK,188.05,53.46982186,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,be6da4c0-084f-9aa2-a400-d5bdf5201608,ASK,188.05,3.206593991,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,2adbdc96-e92a-87a3-025b-7857690877bc,BID,188,0.026595745,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,692fd1ea-d8be-4b01-85c0-393cfabb1cc4,BID,188,0.026595745,,16/08/2019 00:00:06
1.56591E+12,1.56591E+12,47f0d88b-9488-b642-3e68-890be3acd3f0,BID,188,0.526595745,,16/08/2019 00:00:08
1.56591E+12,1.56591E+12,91350c7d-cc92-c591-76b6-57e03171e945,BID,188,0.053191489,,16/08/2019 00:00:08
1.56591E+12,1.56591E+12,bb67842f-d99f-2a2e-4d66-08aaf7315257,BID,188,0.015957447,,16/08/2019 00:00:08
1.56591E+12,1.56591E+12,035b4ebb-2668-5bf9-df08-fbdf4bdc9c9a,ASK,188,0.010638298,,16/08/2019 00:00:08
1.56591E+12,1.56591E+12,df5b55a8-31ec-1432-8b4e-29294fce110e,ASK,188,0.090425532,,16/08/2019 00:00:08
1.56591E+12,1.56591E+12,d447233d-d68f-392a-9a8a-de83a193df0d,ASK,188,53.27659574,,16/08/2019 00:00:09
1.56591E+12,1.56591E+12,614eda6a-dc2c-3d7b-4742-4b18822c486c,ASK,188,53.38297872,,16/08/2019 00:00:09
1.56591E+12,1.56591E+12,d4863cf7-7926-b064-d840-a7d7115e4b9c,ASK,188,13.99468085,,16/08/2019 00:00:09
1.56591E+12,1.56591E+12,1f1d69c4-86ad-3bf7-dfe5-fe0558ffa5e0,ASK,188,29.92021277,,16/08/2019 00:00:09
1.56591E+12,1.56591E+12,1f72b3c5-4a46-c849-7852-8e32cea8ddc5,ASK,188,2.739361702,,16/08/2019 00:00:09
1.56591E+12,1.56591E+12,13a2eead-36eb-c385-6371-18ef8ac14cdc,BID,187.95,0.10641128,,16/08/2019 00:00:12
1.56591E+12,1.56591E+12,44560ba2-68c2-c822-3148-711fb52af888,BID,187.95,0.010641128,,16/08/2019 00:00:12
1.56591E+12,1.56591E+12,64ea74bf-faa2-d713-808a-2f7fc37478a5,BID,187.95,0.266028199,,16/08/2019 00:00:12
1.56591E+12,1.56591E+12,faf4f6a5-310a-3dcf-99d8-a3ad9c88c25c,BID,187.95,2.277201383,,16/08/2019 00:00:12
1.56591E+12,1.56591E+12,39ed30dc-c0d3-aa99-27ed-ef225800b61a,ASK,188,19.90425532,,16/08/2019 00:00:14
1.56591E+12,1.56591E+12,c9095d33-073c-4f84-e0ae-60d17cf6022b,ASK,188,19.4787234,,16/08/2019 00:00:16
1.56591E+12,1.56591E+12,7d8541c3-3b2a-f1d4-1a79-fd54b9ffe4a3,ASK,188,10.99468085,,16/08/2019 00:00:17
1.56591E+12,1.56591E+12,12a175a8-dc87-7044-fdc8-f7706022ea6b,ASK,188,7.978723404,,16/08/2019 00:00:17
